Month,Terminal ID,Terminal Serial,Business Name,Payment Value,Payment Volume,Transfer Value,Transfer Volume,"Target PaymentValue",Target Met,"Days Since LastTransaction"
May,20705RXD,P260300411721,"Clement Amen Mobile moneyTransfer","1,750,800.00",12,"1,741,200.00",24,"20,000.00",TRUE,0
May,2070BYTP,C42P008D01605202,Al Ahad medicine store 2,"1,655,350.00",25,"1,653,094.00",14,"20,000.00",TRUE,0
May,2057IDPE,P260301375083,NAZEER MADA ENTERPRISES,"1,568,900.00",20,"1,140,400.00",15,"20,000.00",TRUE,0
May,2057HLDI,P260301350143,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY TANKE2","1,506,987.00",32,0,0,"20,000.00",TRUE,0
May,2057IRVQ,P260301374725,Olas Peace Diamond 2,"1,505,300.00",12,"3,176,500.00",7,"20,000.00",TRUE,0
May,2033TMG2,P260300325765,"TOLUWALASE GLOBALCONCEPT 2","1,470,400.00",56,"1,767,300.00",19,"20,000.00",TRUE,0
May,2070JN3Q,P260300975935,FEEZ VENTURE,"1,467,000.00",29,"7,000.00",1,"20,000.00",TRUE,0
May,2070DB9P,P260301172091,FOODCO NIG ABEOKUTA 2,"1,427,729.00",175,0,0,"20,000.00",TRUE,0
May,2070I9UG,P260300700657,ACE AKOBO SUPERMARKET,"1,356,755.00",234,0,0,"20,000.00",TRUE,0
May,2070GMM7,P260300666173,"OLUYORO CATHOLICHOSPITAL OKE OFA","1,298,700.00",81,0,0,"20,000.00",TRUE,0
May,2057DOLM,P260301115975,"OLWADAMS PETROLEUM OILAND GAS","1,254,500.00",64,0,0,"20,000.00",TRUE,0
May,2057AYXG,P260301374730,MUMMY TOMMY FANCY STORE,"1,231,500.00",7,0,0,"20,000.00",TRUE,0
May,2070L5DM,P260300700492,Anuoluwapo Enterprises,"1,216,800.00",21,"505,320.00",9,"20,000.00",TRUE,0
May,2033OLKT,P260301216856,Olawale telecommunications,"1,170,950.00",105,"1,211,200.00",29,"20,000.00",TRUE,0
May,2057UPGP,P260300746811,"FRIENDLY TOP GAS STATIONMOLETE","1,126,450.00",122,0,0,"20,000.00",TRUE,0
May,2070K9QJ,P260300700493,"OWO N WAMI BUSINESSENTERPRISE 3","1,069,000.00",11,"1,190,700.00",18,"20,000.00",TRUE,0
May,2033GWX5,P260301037159,T AND T VENTURES,"1,039,700.00",28,"1,305,000.00",7,"20,000.00",TRUE,0
May,2070425G,P260300546311,OLOWOLAGBA VENTURES,"982,200.00",91,"11,100.00",2,"20,000.00",TRUE,0
May,22142EFL,P260300730677,TOMUP - TOMUP AKURE,"965,500.00",17,0,0,"20,000.00",TRUE,0
May,2033OJPU,P260301018519,MERIT VENTURES,"923,100.00",30,"524,800.00",8,"20,000.00",TRUE,0
May,2033D7RJ,P260301642786,"S.O GUEST HOUSE - S OGUEST HOUSE","916,600.00",50,0,0,"20,000.00",TRUE,0
May,22145D2A,P260301086357,"ZINACHUKWU BUSINESSENTERPRISE","871,400.00",12,"860,000.00",4,"20,000.00",TRUE,0
May,2070W9YB,P260300730661,OPEYEMI TRADING STORE,"861,150.00",18,"1,264,700.00",11,"20,000.00",TRUE,0
May,2214885J,C42P008D01905037,AK ROLEX COMPUTER CENTER,"859,650.00",43,"855,850.00",3,"20,000.00",TRUE,0
May,2070C3YV,P260300616899,EKARUN COMMUNICATIONS 2,"844,200.00",31,"1,006,500.00",8,"20,000.00",TRUE,0
May,2070K8SV,P260300650726,"SOLAT TELECOMS MEGA PROIYAGANKU","840,500.00",6,0,0,"20,000.00",TRUE,0
May,2070DG9U,P260300974655,FOODCO NIG APATA 2,"827,667.47",125,0,0,"20,000.00",TRUE,0
May,2033IIFZ,P260301299209,ALBARKA VENTURES,"816,400.00",40,"76,850.00",6,"20,000.00",TRUE,0
May,20701XJL,P260300445476,HAYKAY INVESTMENT LTD,"804,800.00",18,"888,000.00",17,"20,000.00",TRUE,0
May,2070FBZH,P260301485832,OREOFE BUSINESS VENTURE,"796,700.00",18,"854,700.00",11,"20,000.00",TRUE,0
May,2057NQ3U,P260301165040,REAL 1 ENTERPRISE,"796,050.00",98,"604,050.00",28,"20,000.00",TRUE,0
May,2070F8QQ,P260300645862,KOSI STORES,"791,600.00",15,"887,100.00",5,"20,000.00",TRUE,0
May,20335BDL,P260300856531,LYFAFUM NIG ENTERPRISE,"789,400.00",12,"788,400.00",10,"20,000.00",TRUE,0
May,2214C9AR,P260301815578,Davers multi purpose pos,"751,500.00",60,"227,500.00",6,"20,000.00",TRUE,0
May,2057TOLV,P260301294484,PLEASANT VENTURES,"748,800.00",14,"712,500.00",5,"20,000.00",TRUE,0
May,2070J506,P260301374739,ABUBILAL ENTERPRISES,"737,300.00",18,"2,851,700.00",20,"20,000.00",TRUE,0
May,20331AGK,P260300666174,"BEATRICE AND JONAHENTERPRISE","729,650.00",4,"329,000.00",4,"20,000.00",TRUE,0
May,22143N3I,P260300778513,TOMUP - TOMUP RINGROAD,"721,000.00",9,0,0,"20,000.00",TRUE,0
May,221451Y4,P260300825394,"TOMUP - TOMUP MOKOLAASUNLE","710,100.00",8,0,0,"20,000.00",TRUE,0
May,20575GTS,P260300326051,ABIDEMI GLOBAL VENTURES 3,"708,400.00",27,"588,600.00",7,"20,000.00",TRUE,0
May,2057B48X,P260301709694,God first multi venture 2,"642,650.00",37,"700,600.00",18,"20,000.00",TRUE,0
May,2057AEMV,P260300778517,"YOUNG SHALL GROWLOGISTICS","621,200.00",10,"406,500.00",4,"20,000.00",TRUE,0
May,2057UAXL,P260301092283,OGO OLUWA VENTURES,"611,780.00",73,"575,600.00",5,"20,000.00",TRUE,0
May,2070N2OT,P260300779573,"OBAMA BEAUTY WORLDSALON","610,500.00",14,"70,000.00",1,"20,000.00",TRUE,0
May,207044KT,P260300446352,BIOGATE VENTURES,"608,400.00",12,"412,000.00",1,"20,000.00",TRUE,0
May,2070Q3UF,P260300739808,ACE OYO SUPERMARKET,"607,600.00",96,0,0,"20,000.00",TRUE,0
May,2033PBYO,P260300411728,GODS VENTURES,"605,550.00",20,"705,900.00",6,"20,000.00",TRUE,0
May,2070XJD9,P260300507860,IKFAS VENTURES LIMITED,"586,700.00",11,"366,000.00",4,"20,000.00",TRUE,0
May,20339ORY,P260301204058,OPEYEMI ENTERPRISE,"585,900.00",8,"440,500.00",5,"20,000.00",TRUE,0
May,2070L9DC,P260300700494,"EASY LIFE TRADINGENTERPRISE","575,750.00",12,"368,500.00",3,"20,000.00",TRUE,0
May,22144HJL,P260300730678,TOMUP - TOMUP ILORIN,"572,700.00",12,0,0,"20,000.00",TRUE,0
May,2033ZFPH,P260300784151,"LIVING PROOF BAKERY ANDSUPERMARKETS AYEGUN 2","567,635.00",98,0,0,"20,000.00",TRUE,0
May,2070CW4U,P260301122263,"OLUYORO CATHOLICHOSPITAL OKE OFA CASH REG","563,903.50",66,0,0,"20,000.00",TRUE,0
May,2057AMLZ,P260301271099,OBA S VENTURES,"544,100.00",11,0,0,"20,000.00",TRUE,0
May,2070D4NF,P260300219977,ANJOLAOLUWA STORES,"542,500.00",15,"595,000.00",5,"20,000.00",TRUE,0
May,2057IIAJ,P260301272624,"OLOHUNLAMBE NIGENTERPRISES","539,200.00",58,"924,780.00",33,"20,000.00",TRUE,0
May,2033PCL4,P260300032235,ACE VENTURES,"519,700.00",28,"60,700.00",5,"20,000.00",TRUE,0
May,2057BBTO,P260301204057,"TOM-JAY MUIZ GLOBALSERVICE - TOMJAYINVESTMENT","513,850.00",15,0,0,"20,000.00",TRUE,0
May,2070WH8O,P260301132339,Hydrocrown table water,"512,600.00",18,0,0,"20,000.00",TRUE,0
May,20704DPQ,P260301188503,"OPY Crystal Business Concept -BSY BUSINESS CENTER","512,400.00",66,"88,600.00",9,"20,000.00",TRUE,0
May,2033GDWD,P260301223045,ISMAIL STORES,"507,600.00",4,0,0,"20,000.00",TRUE,0
May,2070GLEJ,P260301531098,latfem enterprises,"505,800.00",7,"236,500.00",3,"20,000.00",TRUE,0
May,2070M9PG,P260300700706,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY oshogbo4 LPG","495,084.00",26,0,0,"20,000.00",TRUE,0
May,2214X5EY,P260301813629,OJO DORCAS OLUFUNMILOLA,"482,750.00",17,"474,100.00",10,"20,000.00",TRUE,0
May,2070E0SA,P260300704886,THE BIG SAM VENTURES,"478,800.00",22,"465,400.00",9,"20,000.00",TRUE,0
May,2033ILFN,P260301652769,HMM VENTURES LIMITED,"478,400.00",95,0,0,"20,000.00",TRUE,0
May,2033JEGF,P260301266783,SALOON VENTURES,"476,650.00",50,"460,900.00",17,"20,000.00",TRUE,0
May,221458DI,P260300855325,TOMUP - TOMUP OSOGBO,"470,000.00",7,0,0,"20,000.00",TRUE,0
May,22141AHF,P260300784147,TOMUP - TOMUP RETAIL,"464,500.00",11,0,0,"20,000.00",TRUE,0
May,22142EPC,P260300784141,TOMUP - TOMUP DUGBE,"463,500.00",14,0,0,"20,000.00",TRUE,0
May,2057HKKL,P260301464218,Gods blessing enterprise,"461,600.00",8,"436,000.00",4,"20,000.00",TRUE,0
May,2070M1LM,P260300638507,OLYMPUS HOTEL AND LOUNGE,"460,000.00",15,0,0,"20,000.00",TRUE,0
May,2214L8ME,P260301813628,"Spmu & spa mall - SPMU & SPAMALL","457,900.00",15,0,0,"20,000.00",TRUE,0
May,2070F7RH,P260300700641,"FUNMURT MULTI PURPOSESTORE","457,500.00",16,"406,000.00",4,"20,000.00",TRUE,0
May,2070B288,P260301018516,AKLAT VENTURES,"447,800.00",39,"28,850.00",5,"20,000.00",TRUE,0
May,2057OT5O,P260301581761,ABDULL MUSHEN 2,"437,300.00",13,"347,500.00",10,"20,000.00",TRUE,0
May,2070LQK5,P260301485665,"OLAMUMMY EXCLUSIVE MEGABIZ HUB - OLA MUMMY MEGEXCLUSIVE","428,000.00",37,"375,200.00",21,"20,000.00",TRUE,0
May,2070J7BV,P260300627172,"HAMYGDALIN PHARMACY -HAMYGDALIN PHARMACY","419,575.00",94,0,0,"20,000.00",TRUE,0
May,2214W1R7,P260301759154,oluwadotun mosunmola abigael,"417,100.00",26,"291,200.00",7,"20,000.00",TRUE,0
May,20705OHJ,P260301180774,EMILY HOMES OF BEAUTY,"414,400.00",34,"169,000.00",6,"20,000.00",TRUE,0
May,2214206X,P260300856268,TOMUP - TOMUP LAG,"410,900.00",12,0,0,"20,000.00",TRUE,0
May,2214DAHK,P260300784140,TOMUP - Tomup challenge 2,"402,500.00",6,0,0,"20,000.00",TRUE,0
May,2033TKAX,P260301493478,KING ZENITH VENTURES,"401,900.00",11,"375,800.00",7,"20,000.00",TRUE,0
May,2070I9UM,P260301699960,"ACE IJEBU ODESUPERMARKET","400,040.00",64,0,0,"20,000.00",TRUE,0
May,20339PZU,P260301165957,FIT PRIZE 2,"400,000.00",1,"400,000.00",1,"20,000.00",TRUE,0
May,2214DDAX,C42P008D01933123,ISSYPAY,"384,460.00",52,"786,900.00",41,"20,000.00",TRUE,0
May,2033ZIUF,P260300453911,DAN KENNY NIGERIA LIMITED,"378,550.00",12,"377,700.00",5,"20,000.00",TRUE,0
May,2033XZS1,P260300018218,"Global vision agrobiz andveterinary services","374,760.00",18,0,0,"20,000.00",TRUE,0
May,2070Z3HA,P260301349990,JABELE AND SON VENTURES,"373,650.00",51,0,0,"20,000.00",TRUE,0
May,2070CX9S,P260300992596,FOODCO NIG OLUYOLE 1,"366,030.00",159,0,0,"20,000.00",TRUE,0
May,221408P0,P260300806756,"TOMUP - TOMUP MOKOLA ILEEPO","366,000.00",6,0,0,"20,000.00",TRUE,0
May,2057XAWJ,P260301040106,ABDULL MUSHEN,"358,200.00",4,"337,500.00",4,"20,000.00",TRUE,0
May,2057NMPD,P260301293561,"BISMILLAH LOGISTICSVENTURES - BISIMILAHVENTURES","352,350.00",28,"237,250.00",4,"20,000.00",TRUE,0
May,207087UE,P260300412065,Olacom investment,"351,900.00",65,"24,100.00",6,"20,000.00",TRUE,0
May,20700OHF,P260300443249,OSCAR VENTURES,"345,000.00",25,"374,200.00",8,"20,000.00",TRUE,0
May,2070L9LL,P260300700713,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANYOSHOGBO 1 LPG","343,442.00",6,0,0,"20,000.00",TRUE,0
May,2070XH8W,P260301116850,Ileri Oluwa Venture,"342,500.00",9,"344,504.00",11,"20,000.00",TRUE,0
May,2070IOR3,P260301460489,FUNCTIONAL,"334,970.00",36,"215,330.00",9,"20,000.00",TRUE,0
May,2033IHOP,P260301652761,L.S GAZ,"334,600.00",49,0,0,"20,000.00",TRUE,0
May,2070KZRG,P260301606854,"S.O GUEST HOUSE - OTOHHOTEL","334,100.00",68,0,0,"20,000.00",TRUE,0
May,2070PVL2,P260301220423,RIRO VENTURES,"333,300.00",15,"264,000.00",3,"20,000.00",TRUE,0
May,2057CCQR,P260301270949,AR RAHMAN VENTURES,"328,300.00",41,"334,150.00",13,"20,000.00",TRUE,0
May,2070WSM7,P260300803965,ISHOLAP,"324,650.00",10,"69,500.00",1,"20,000.00",TRUE,0
May,2033OLFV,P260301045279,"TWO TYRE BUSINESSENTERPRISE","322,770.00",16,"493,000.00",6,"20,000.00",TRUE,0
May,2070OSW5,P260300577507,"OMOTADOWA JANET MULTIBIZVENTURE","321,900.00",9,"292,500.00",1,"20,000.00",TRUE,0
May,2070F4CL,P260301172084,"BOVAS & COMPANY LIMITED -Bovas and company Ife 1","314,420.00",7,0,0,"20,000.00",TRUE,0
May,2070TL4Z,P260301181418,FOODCO ADEGBAYI 3,"312,869.00",84,0,0,"20,000.00",TRUE,0
May,2033ORRH,P260300446354,BIOGATE VENTURE,"311,700.00",22,"316,500.00",5,"20,000.00",TRUE,0
May,2033FZTS,P260300118238,DP WORLD VENTURE,"308,250.00",17,"172,500.00",8,"20,000.00",TRUE,0
May,2033PFC7,P260301685656,SHAKEWISE VENTURES,"307,300.00",9,"23,000.00",2,"20,000.00",TRUE,0
May,2070JW1X,P260301642785,"adeomo mobile networkingenterprises 2","305,700.00",4,"573,500.00",6,"20,000.00",TRUE,0
May,2070FS8Y,P260301351892,"ACE OSOGBO SUPERMARKET3","296,435.00",53,0,0,"20,000.00",TRUE,0
May,2033YYWU,P260300610203,ALBARKA VENTURES 2,"293,000.00",27,"11,000.00",5,"20,000.00",TRUE,0
May,2033ILOR,P260300562208,AJIBOLA VENTURE,"284,850.00",23,"720,285.00",6,"20,000.00",TRUE,0
May,2057BSFJ,P260301220711,ARISE AND SHINE VENTURES,"283,900.00",14,"289,200.00",10,"20,000.00",TRUE,0
May,2033THBW,P260301798718,GOD'S OWN VENTURES,"275,700.00",15,"392,050.00",10,"20,000.00",TRUE,0
May,2070ABPC,P260301216654,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY ADO 2","272,480.00",9,0,0,"20,000.00",TRUE,0
May,2070RKE4,P260301555071,KURAMO OAK INNOVATION,"268,350.00",20,0,0,"20,000.00",TRUE,0
May,20704DAB,P260300616493,MUMMY D AND J VENTURES,"266,550.00",34,"574,350.00",14,"20,000.00",TRUE,0
May,2057UWTR,C42P008D01947116,ILESANMI TOYIN ESTHER,"263,600.00",19,"187,900.00",5,"20,000.00",TRUE,0
May,20331QSE,P260300691042,TWO TEES NIGERIA LIMITED,"258,000.00",16,0,0,"20,000.00",TRUE,0
May,2033ZGYL,P260300779571,ANUOLUWAPO RESTAURANT,"257,550.00",64,0,0,"20,000.00",TRUE,0
May,2070SDN7,P260300502810,FIYINFOLUWA VENTURES 2,"255,300.00",52,"81,600.00",8,"20,000.00",TRUE,0
May,2070JUT7,P260301018518,KT MASHI ENTERPRISE,"250,800.00",9,"165,130.00",13,"20,000.00",TRUE,0
May,2070H9DQ,P260300699535,FTA ENTERPRISE,"246,500.00",3,"246,000.00",3,"20,000.00",TRUE,0
May,22149ECS,P260301815575,TOBBY GLOBAL CONCEPT,"246,300.00",20,0,0,"20,000.00",TRUE,0
May,2070L183,P260300159187,SMATECH VENTURES 2,"243,600.00",13,"103,500.00",3,"20,000.00",TRUE,0
May,2070N936,P260300134584,"HOLAGOMI INTERGRATEDSERVICES","243,100.00",60,"227,600.00",10,"20,000.00",TRUE,0
May,2057DJWU,P260301664377,EVERYTHING BY ELITE,"238,700.00",27,"109,000.00",2,"20,000.00",TRUE,0
May,207027VR,P260300803802,Triple A Ventures,"237,500.00",14,"132,300.00",6,"20,000.00",TRUE,0
May,2070FP8A,P260301672903,DPRINCE GAS,"233,700.00",8,"236,090.00",4,"20,000.00",TRUE,0
May,2070PY3G,P260301188769,GODDEY VENTURES,"232,900.00",8,"202,000.00",2,"20,000.00",TRUE,0
May,2057NEAS,C42P008D01933125,AYO VENTURE,"231,100.00",36,"188,600.00",5,"20,000.00",TRUE,0
May,2070VMF7,P260301640956,OLORUNKEMI VENTURE,"228,550.00",36,"72,500.00",5,"20,000.00",TRUE,0
May,2070Q7DR,P260301819426,RAIUFU SUAIBU,"225,200.00",20,"102,800.00",6,"20,000.00",TRUE,0
May,2070RK7U,P260300856597,FAVOURS VENTURE,"221,550.00",40,"332,900.00",17,"20,000.00",TRUE,0
May,2057ARBZ,P260301266786,WUMMINE VENTURES 2,"221,550.00",21,"173,959.00",8,"20,000.00",TRUE,0
May,2070424G,P260301274158,BABS VENTURES,"216,200.00",22,"75,100.00",3,"20,000.00",TRUE,0
May,2057FMEU,P260301291817,NEYO VENTURES,"210,800.00",30,"36,000.00",3,"20,000.00",TRUE,0
May,2070GFK3,P260300507869,L A TELECOMS,"210,300.00",31,"209,179.00",9,"20,000.00",TRUE,0
May,2070E4EJ,P260300983545,"TOLUWALASE GLOBALCONCEPT 3","206,050.00",4,0,0,"20,000.00",TRUE,0
May,2070AKUL,P260301460488,Adelove,"205,950.00",3,"200,100.00",1,"20,000.00",TRUE,0
May,2057OH2M,P260301216390,GBEMI GLOBAL ENTERPRISES,"205,900.00",8,"148,200.00",10,"20,000.00",TRUE,0
May,2057ERSQ,P260301188504,ASHIBUNALAU VENTURES,"203,700.00",42,"75,510.00",3,"20,000.00",TRUE,0
May,2070L9LD,P260301640955,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY agbowo","202,000.00",9,0,0,"20,000.00",TRUE,0
May,20337ZS9,P260301131396,AS SALAM VENTURES,"201,000.00",24,"15,100.00",2,"20,000.00",TRUE,0
May,2057ZOTV,P260301172814,Ajoke Wine Store,"197,000.00",44,"7,000.00",2,"20,000.00",TRUE,0
May,2070IRAL,P260301555064,"JAYSPLACENG LIMITED -JAYSPLACENG LIMITED","196,000.00",2,0,0,"20,000.00",TRUE,0
May,20709OYX,P260300230905,MD ENTERPRISES,"194,900.00",8,"194,200.00",4,"20,000.00",TRUE,0
May,2070L2XA,P260300803803,City Bees Limited,"191,800.00",28,0,0,"20,000.00",TRUE,0
May,20335CYS,P260300856532,Emmanuel Venture,"189,100.00",27,"69,800.00",6,"20,000.00",TRUE,0
May,2033TCYJ,P260300362434,"PRAISE AND SHALOMVENTURES","189,000.00",4,"188,500.00",10,"20,000.00",TRUE,0
May,2070MU7S,P260300784148,ADELOVE VENTURE,"186,200.00",6,0,0,"20,000.00",TRUE,0
May,20703MQR,P260300442077,Mhiz Temmy Limited,"181,500.00",11,"286,500.00",5,"20,000.00",TRUE,0
May,2070AUHG,P260301223046,FEMI JOHNSON,"181,200.00",7,"273,000.00",3,"20,000.00",TRUE,0
May,2214C369,C41P008D01507276,"ALMUBARAK SUPERMARKETSTORE","180,550.00",23,0,0,"20,000.00",TRUE,0
May,20709O3M,P260300550045,"ALUKO VICTORIOUS KINGENTERPRISES","180,350.00",21,"230,000.00",4,"20,000.00",TRUE,0
May,2070M9GW,P260300610379,SOVIX OLA NIGERIA LIMITED,"178,800.00",7,0,0,"20,000.00",TRUE,0
May,20707XXI,P260300365233,AJETOLA VENTURES,"178,600.00",17,"28,000.00",3,"20,000.00",TRUE,0
May,2057XPVT,P260301018503,J SHALOM HOSPITAL,"178,500.00",4,"163,000.00",1,"20,000.00",TRUE,0
May,2070EPUO,P260301476947,WURA  ENTERPRISE,"174,700.00",21,"146,500.00",3,"20,000.00",TRUE,0
May,20705OQO,P260300355989,AY VENTURE 2,"170,850.00",25,"118,240.00",6,"20,000.00",TRUE,0
May,2070W1JY,P260300671021,CRESCENT SUPERMARKET 2,"167,450.00",57,0,0,"20,000.00",TRUE,0
May,2070ENFR,P260301485672,FUNCTION COMMUNICATION,"167,300.00",19,"174,300.00",4,"20,000.00",TRUE,0
May,2057YPRD,P260301499951,"IYANIWURA BUSINESSENTERPRISE","166,000.00",21,"291,500.00",6,"20,000.00",TRUE,0
May,2057CDOF,P260301270621,IREMIDE VENTURES,"165,200.00",13,"194,600.00",4,"20,000.00",TRUE,0
May,2033C7GR,P260300627162,"Vanguard Pharmacy ltd -VANGUARD PHARM ADEOYO","164,582.51",27,0,0,"20,000.00",TRUE,0
May,2070BIEW,P260301685655,"BARUWA BUSINESSENTERPRISE 3","163,700.00",26,0,0,"20,000.00",TRUE,0
May,2057B18M,P260301709680,BILAL AGAJI PROVIDENCE,"162,200.00",13,"438,500.00",17,"20,000.00",TRUE,0
May,22141RXS,C42P008D01905036,ISWATCHES - IS LOGISTICS,"162,000.00",4,"176,500.00",4,"20,000.00",TRUE,0
May,2070K8SS,P260300650727,"UNIQUE ELDEE GLOBALENTERPRISES APATA","159,745.00",39,0,0,"20,000.00",TRUE,0
May,2057NK4P,P260301581182,T AND T VENTURES,"157,200.00",10,"156,690.00",5,"20,000.00",TRUE,0
May,2214IROQ,P260300784149,TOMUP - TOMUP CHALLENGE 1,"157,000.00",3,0,0,"20,000.00",TRUE,0
May,2070IWQE,P260301560118,BAMIS BUSINESS ENTERPRISE,"156,200.00",9,"387,000.00",3,"20,000.00",TRUE,0
May,2033IHAS,P260300180960,Global Vision Agrobiz 2,"153,800.00",14,"114,200.00",5,"20,000.00",TRUE,0
May,2070J8PA,P260300650725,BLOSSOM VENTURES,"152,090.00",6,"171,000.00",2,"20,000.00",TRUE,0
May,2057HEXG,P260301352811,OLAS BUSINESS ENTERPRISE,"150,450.00",14,0,0,"20,000.00",TRUE,0
May,2033C9CT,P260301040105,BFO 2,"150,400.00",29,0,0,"20,000.00",TRUE,0
May,2070EZZQ,P260301485833,LARADIRE ENTERPRISESS,"150,200.00",6,"144,000.00",2,"20,000.00",TRUE,0
May,2070390L,P260300171185,FIYINFOLUWA VENTURES,"144,900.00",17,"71,400.00",4,"20,000.00",TRUE,0
May,2057JX0K,P260301648365,"ASIWAJU ELEGBOOGI HERBALTHERAPHY - ASIWAJUELEGBOOGI HERBAL","144,500.00",3,"4,200.00",1,"20,000.00",TRUE,0
May,2070AGPG,P260300839346,AKERELE OLATUNJI,"143,000.00",2,0,0,"20,000.00",TRUE,0
May,20704XPH,P260301720633,ASSALAM MULTI SERVICES,"141,900.00",28,"5,000.00",1,"20,000.00",TRUE,0
May,2057NL9H,P260301559134,RIDWAN MUHAMMAD ZEZI POS,"141,400.00",32,"102,150.00",13,"20,000.00",TRUE,0
May,2057EPYA,P260300257397,Oluwaseun Semilore Ventures,"141,000.00",9,"10,000.00",1,"20,000.00",TRUE,0
May,2033RDY7,P260300032241,"ELDA-T INTEGRATEDBUSINESS CONCEPT","139,710.00",22,"18,900.00",3,"20,000.00",TRUE,0
May,2070DUJB,P260301731654,"MUMMY AHMAD FANCY STORE2","139,400.00",6,"119,000.00",1,"20,000.00",TRUE,0
May,20331CKO,P260301493479,YAH LATEEF STORE,"137,800.00",4,"133,000.00",4,"20,000.00",TRUE,0
May,2033JAAR,P260301165316,"ABODS DRINK ANDSUPERMARKET STORES -ABODS VENTURES 2","136,800.00",18,"302,050.00",7,"20,000.00",TRUE,0
May,2070H4AE,P260300219723,Oyekanmi Ventures,"136,800.00",7,"136,000.00",1,"20,000.00",TRUE,0
May,2057ILQE,P260301374546,Allahu lateef ventures,"136,700.00",14,"75,000.00",2,"20,000.00",TRUE,0
May,2070J0OD,P260300674464,Adams Enterprises,"136,050.00",8,"134,400.00",6,"20,000.00",TRUE,0
